Time (hr),Loss AC (kW),Load AC (kW),Net Meter AC (kW),Solar AC (kW),Battery AC (kW),Battery SOC AC,Loss DC (kW),Load DC (kW),Net Meter DC (kW),Solar DC (kW),Battery DC (kW),Battery SOC DC
5649.0,14.031646484375,129.5744375,-143.3874375,0.0,0.0,0.0017603745218366385,9.0533720703125,129.5744375,-137.413125,0.0,0.0,0.0017603745218366385
5650.0,14.3881708984375,134.088734375,-148.222578125,0.0,0.0,0.0017586150206625462,9.3180908203125,134.088734375,-142.1275625,0.0,0.0,0.0017586150206625462
5651.0,14.33305078125,134.503359375,-148.575921875,0.0,0.0,0.0017568572657182813,9.3082880859375,134.503359375,-142.5373125,0.0,0.0,0.0017568572657182813
5652.0,14.874701171875,138.1705,-152.759515625,0.0,0.0,0.0017551012570038438,9.5487470703125,138.1705,-146.38534375,0.0,0.0,0.0017551012570038438
5653.0,14.541017578125,137.3861875,-151.62746875,0.0,0.0,0.0017533471109345555,9.34237890625,137.3861875,-145.45440625,0.0,0.0,0.0017533471109345555
5654.0,14.757876953125,139.61384375,-154.04765625,0.0,0.0,0.0017515945946797729,9.4417158203125,139.61384375,-147.758015625,0.0,0.0,0.0017515945946797729
5655.0,15.250771484375,142.487765625,-157.40384375,0.0,0.0,0.0017498439410701394,9.685302734375,142.487765625,-150.811671875,0.0,0.0,0.0017498439410701394
5656.0,13.6615234375,125.27234375,-138.65965625,0.0,0.0,0.0017480949172750115,8.10552197265625,125.27234375,-132.279171875,0.0,0.0,0.0017480949172750115
5657.0,8.80387109375,81.5287109375,-90.21359375,0.0,0.0,0.001746347756125033,5.00733349609375,81.5287109375,-86.1058828125,0.0,0.0,0.001746347756125033
5658.0,9.1360712890625,83.0018359375,-92.0445,0.0,0.0,0.0017446022247895598,5.4463876953125,83.0018359375,-87.8716484375,0.0,0.0,0.0017446022247895598
5659.0,9.6574521484375,81.5761484375,-91.12040625,0.0,0.0,0.0017428584396839142,6.271009765625,81.5761484375,-86.228921875,0.0,0.0,0.0017428584396839142
5660.0,10.1518349609375,82.89228125,-92.909421875,0.0,0.0,0.0017411165172234178,6.27874267578125,82.89228125,-87.552671875,0.0,0.0,0.0017411165172234178
5661.0,5.147080078125,41.2635546875,-46.36539453125,0.0,0.0,0.001739376224577427,4.78427392578125,41.2635546875,-44.57273828125,0.0,0.0,0.001739376224577427
5662.0,4.95988671875,38.93618359375,-43.8508984375,0.0,0.0,0.0017376377945765853,4.6637001953125,38.93618359375,-42.12840625,0.0,0.0,0.0017376377945765853
5663.0,4.95988671875,38.93618359375,-43.8508984375,0.0,0.0,0.0017359009943902493,4.6637001953125,38.93618359375,-42.12840625,0.0,0.0,0.0017359009943902493
5664.0,4.95988671875,38.93618359375,-43.8508984375,0.0,0.0,0.0017341659404337406,4.6637001953125,38.93618359375,-42.12840625,0.0,0.0,0.0017341659404337406
5665.0,4.95988671875,38.93618359375,-43.8508984375,0.0,0.0,0.0017324326327070594,4.6637001953125,38.93618359375,-42.12840625,0.0,0.0,0.0017324326327070594
5666.0,4.95988671875,38.93618359375,-43.8508984375,0.0,0.0,0.0017307010712102056,4.6637001953125,38.93618359375,-42.12840625,0.0,0.0,0.0017307010712102056
