"PVWatts: Hourly PV Performance Data"
"Requested Location:","san francisco"
"Location:","SAN FRANCISCO INTL AP, CA"
"Lat (deg N):","37.62"
"Long (deg W):","122.4"
"Elev (m):","2"
"DC System Size (kW):","1"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","37.8"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.09"
"Capacity Factor (%)","17.7"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","26","1","0","0","12.2","3.1","0","12.2","0","0"
"11","26","2","0","0","12.2","1.5","0","12.2","0","0"
"11","26","3","0","0","11.7","0","0","11.7","0","0"
"11","26","4","0","0","12.2","2.6","0","12.2","0","0"
"11","26","5","0","0","11.7","4.1","0","11.7","0","0"
"11","26","6","0","0","11.7","2.6","0","11.7","0","0"
"11","26","7","158","18","12.2","3.1","101.962","13.067","86.545","79.296"
"11","26","8","463","66","12.2","2.1","372.522","20.657","319.396","306.347"
"11","26","9","515","119","13.3","0","552.8","35.038","450.369","433.247"
"11","26","10","494","162","13.9","2.1","650.737","31.006","543.098","522.738"
"11","26","11","425","208","13.9","1.5","671.87","33.626","554.162","533.397"
"11","26","12","164","270","14.4","1.5","470.864","28.661","397.882","382.463"
"11","26","13","136","239","14.4","2.1","399.531","24.755","343.756","329.994"
"11","26","14","71","180","13.9","1.5","253.43","20.923","221.695","211.305"
"11","26","15","15","105","13.9","1.5","118.036","16.333","105.373","97.723"
"11","26","16","7","12","13.9","3.1","13.153","12.798","11.682","5.904"
"11","26","17","0","0","13.3","5.2","0","13.3","0","0"
"11","26","18","0","0","13.3","2.6","0","13.3","0","0"
"11","26","19","0","0","13.3","4.1","0","13.3","0","0"
"11","26","20","0","0","12.8","3.1","0","12.8","0","0"
"11","26","21","0","0","12.8","3.6","0","12.8","0","0"
"11","26","22","0","0","13.3","2.6","0","13.3","0","0"
"11","26","23","0","0","13.3","0","0","13.3","0","0"
"11","27","0","0","0","13.3","3.1","0","13.3","0","0"
"11","27","1","0","0","12.2","4.6","0","12.2","0","0"
"11","27","2","0","0","12.2","4.6","0","12.2","0","0"
"11","27","3","0","0","12.8","7.2","0","12.8","0","0"
"11","27","4","0","0","13.9","11.8","0","13.9","0","0"
"11","27","5","0","0","15","9.3","0","15","0","0"
"11","27","6","0","0","12.8","10.3","0","12.8","0","0"
"11","27","7","127","23","12.2","12.4","93.168","12.485","79.957","72.845"
"11","27","8","106","73","12.2","9.3","144.781","13.291","129.569","121.387"
"11","27","9","498","142","12.2","5.7","566.351","21.432","492.498","473.942"
"11","27","10","624","125","12.2","1.5","727.334","33.199","600.46","577.951"
"11","27","11","682","143","13.9","7.2","843.215","26.903","718.303","691.026"
"11","27","12","443","198","14.4","8.8","675.57","23.56","584.661","562.755"
"11","27","13","484","170","15","8.8","646.536","23.628","558.755","537.82"
"11","27","14","462","143","15","7.7","534.019","22.698","461.439","443.945"
"11","27","15","363","101","13.9","8.2","344.359","18.401","298.804","286.343"
"11","27","16","154","11","13.3","7.2","84.787","13.911","70.655","63.733"
"11","27","17","0","0","12.8","6.7","0","12.8","0","0"
"11","27","18","0","0","12.2","6.2","0","12.2","0","0"
"11","27","19","0","0","12.8","6.7","0","12.8","0","0"
"11","27","20","0","0","12.2","5.7","0","12.2","0","0"
"11","27","21","0","0","12.8","7.2","0","12.8","0","0"
"11","27","22","0","0","12.2","6.7","0","12.2","0","0"
"11","27","23","0","0","11.7","6.2","0","11.7","0","0"
"11","28","0","0","0","11.7","7.7","0","11.7","0","0"
"11","28","1","0","0","11.1","9.8","0","11.1","0","0"
"11","28","2","0","0","10.6","6.2","0","10.6","0","0"
"11","28","3","0","0","10.6","6.7","0","10.6","0","0"
"11","28","4","0","0","10","6.2","0","10","0","0"
"11","28","5","0","0","10.6","9.8","0","10.6","0","0"
"11","28","6","0","0","10.6","9.8","0","10.6","0","0"
"11","28","7","193","16","10.6","7.7","111.762","11.312","94.848","87.423"
"11","28","8","392","71","11.1","9.3","331.558","14.709","292.276","279.998"
"11","28","9","537","108","11.1","9.8","554.431","17.639","490.269","471.79"
"11","28","10","453","172","11.7","7.2","625.414","21.066","547.062","526.557"
"11","28","11","616","172","12.2","8.8","807.651","23.005","700.74","674.203"
"11","28","12","395","217","13.3","8.8","636.241","21.87","554.977","534.182"
"11","28","13","738","110","13.3","7.7","803.06","25.049","689.174","663.12"
"11","28","14","683","97","13.9","6.2","649.789","24.961","554.847","534.056"
"11","28","15","464","104","13.9","7.2","405.008","19.903","348.38","334.48"
"11","28","16","196","11","13.3","6.2","100.239","14.35","82.855","75.682"
"11","28","17","0","0","12.8","7.2","0","12.8","0","0"
"11","28","18","0","0","12.2","5.7","0","12.2","0","0"
"11","28","19","0","0","11.7","7.7","0","11.7","0","0"
"11","28","20","0","0","11.1","7.7","0","11.1","0","0"
"11","28","21","0","0","10.6","6.2","0","10.6","0","0"
"11","28","22","0","0","11.1","3.6","0","11.1","0","0"
"11","28","23","0","0","11.1","7.7","0","11.1","0","0"
"11","29","0","0","0","10.6","4.6","0","10.6","0","0"
"11","29","1","0","0","10.6","6.2","0","10.6","0","0"
"11","29","2","0","0","10","5.2","0","10","0","0"
"11","29","3","0","0","8.9","4.6","0","8.9","0","0"
"11","29","4","0","0","9.4","5.2","0","9.4","0","0"
"11","29","5","0","0","8.9","6.2","0","8.9","0","0"
"11","29","6","0","0","6.7","2.6","0","6.7","0","0"
"11","29","7","182","14","8.9","6.2","103.803","9.584","88.661","81.367"
"11","29","8","540","54","8.3","4.6","400.942","15.256","351.374","337.384"
"11","29","9","577","100","9.4","4.6","580.589","20.584","506.404","487.361"
"11","29","10","465","168","9.4","3.1","630.659","24.245","543.528","523.153"
"11","29","11","383","203","10","2.1","608.118","26.379","519.37","499.866"
"11","29","12","370","211","10.6","0","605.378","35.773","494.05","475.44"
"11","29","13","180","220","11.7","0","413.502","30.516","346.082","332.251"
"11","29","14","403","150","11.7","1.5","486.575","25.484","415.105","399.138"
"11","29","15","170","109","12.2","0","232.546","23.758","198.188","188.389"
"11","29","16","71","11","11.1","2.1","49.235","11.234","42.279","35.923"
"11","29","17","0","0","10","2.1","0","10","0","0"
"11","29","18","0","0","9.4","2.6","0","9.4","0","0"
"11","29","19","0","0","8.3","0","0","8.3","0","0"
"11","29","20","0","0","7.2","0","0","7.2","0","0"
"11","29","21","0","0","6.7","1.5","0","6.7","0","0"
"11","29","22","0","0","6.7","1.5","0","6.7","0","0"
"11","29","23","0","0","5.6","0","0","5.6","0","0"
"11","30","0","0","0","5","0","0","5","0","0"
"11","30","1","0","0","5","0","0","5","0","0"
"11","30","2","0","0","4.4","1.5","0","4.4","0","0"
"11","30","3","0","0","3.9","0","0","3.9","0","0"
"11","30","4","0","0","3.3","1.5","0","3.3","0","0"
"11","30","5","0","0","3.9","1.5","0","3.9","0","0"
"11","30","6","0","0","3.9","1.5","0","3.9","0","0"
"11","30","7","158","15","4.4","1.5","96.212","5.173","84.191","76.99"
"11","30","8","517","55","7.2","1.5","388.021","16.958","337.464","323.888"
"11","30","9","651","89","7.8","0","622.505","32.266","513.537","494.241"
"11","30","10","494","161","8.9","0","647.094","35.635","527.902","508.093"
"11","30","11","610","160","8.9","0","786.412","40.149","627.821","604.247"
"11","30","12","364","221","10","0","612.447","36.588","497.806","479.064"
"11","30","13","608","137","10.6","0","720.334","39.456","576.391","554.797"
"11","30","14","495","150","11.7","0","566.918","36.302","458.859","441.452"
"11","30","15","124","119","11.1","0","222.638","23.064","191.045","181.421"
"11","30","16","52","12","11.1","0","44.026","12.699","38.021","31.747"
"11","30","17","0","0","10.6","2.1","0","10.6","0","0"
"11","30","18","0","0","10","2.6","0","10","0","0"
"11","30","19","0","0","10","2.1","0","10","0","0"
"11","30","20","0","0","10","0","0","10","0","0"
"11","30","21","0","0","9.6","0","0","9.6","0","0"
"11","30","22","0","0","9.2","0","0","9.2","0","0"
"11","30","23","0","0","8.8","0","0","8.8","0","0"
"12","1","0","0","0","8.4","0","0","8.4","0","0"
"12","1","1","0","0","8","0","0","8","0","0"
"12","1","2","0","0","7.6","0","0","7.6","0","0"
"12","1","3","0","0","7.2","0","0","7.2","0","0"
"12","1","4","0","0","7.2","2.1","0","7.2","0","0"
"12","1","5","0","0","8.9","1.5","0","8.9","0","0"
"12","1","6","0","0","8.3","1.5","0","8.3","0","0"
"12","1","7","207","18","9.4","1.5","119.996","10.933","102.019","94.441"
"12","1","8","548","54","10.6","0","404.938","25.413","338.492","324.886"
"12","1","9","632","90","12.2","2.6","610.371","26.879","516.73","497.321"
"12","1","10","745","99","13.3","3.1","800.555","32.032","664.504","639.462"
"12","1","11","817","96","13.9","2.1","906.407","38.156","730.844","703.032"
"12","1","12","871","67","14.4","1.5","908.829","41.31","721.174","693.775"
"12","1","13","842","62","14.4","2.1","820.837","36.831","665.25","640.178"
"12","1","14","773","52","16.1","0","652.548","43.649","507.807","488.714"
"12","1","15","620","38","15.6","0","418.037","34.693","332.915","319.473"
"12","1","16","239","14","13.9","4.6","122.531","15.755","100.781","93.23"
"12","1","17","0","0","13.3","4.6","0","13.3","0","0"
"12","1","18","0","0","12.2","2.1","0","12.2","0","0"
"12","1","19","0","0","12.2","0","0","12.2","0","0"
"12","1","20","0","0","10","2.1","0","10","0","0"
"12","1","21","0","0","10","1.5","0","10","0","0"
"12","1","22","0","0","10","0","0","10","0","0"
"12","1","23","0","0","9.4","2.1","0","9.4","0","0"
"12","2","0","0","0","8.9","0","0","8.9","0","0"
"12","2","1","0","0","7.8","1.5","0","7.8","0","0"
"12","2","2","0","0","7.2","1.5","0","7.2","0","0"
"12","2","3","0","0","7.2","0","0","7.2","0","0"
"12","2","4","0","0","6.7","0","0","6.7","0","0"
"12","2","5","0","0","6.7","2.1","0","6.7","0","0"
"12","2","6","0","0","8.3","0","0","8.3","0","0"
"12","2","7","35","20","10","2.1","37.641","9.404","33.383","27.198"
"12","2","8","241","82","10","2.1","246.289","14.845","217.688","207.399"
"12","2","9","360","127","10.6","3.1","444.011","20.19","388.365","373.244"
"12","2","10","375","170","11.1","2.1","537.717","25.032","461.72","444.217"
"12","2","11","569","136","11.7","3.6","728.919","27.841","618.149","594.954"
"12","2","12","656","133","12.2","3.1","805.935","31.373","671.937","646.592"
"12","2","13","209","190","12.2","0","401.492","31.962","333.624","320.162"
"12","2","14","69","94","12.8","2.6","155.618","16.133","138.982","130.587"
"12","2","15","69","91","12.8","2.1","140.821","15.199","125.442","117.353"
"12","2","16","4","29","12.8","3.1","31.628","12.191","28.682","22.587"
"12","2","17","0","0","12.8","0","0","12.8","0","0"
"12","2","18","0","0","12.2","3.1","0","12.2","0","0"
"12","2","19","0","0","12.2","0","0","12.2","0","0"
"12","2","20","0","0","12.2","2.1","0","12.2","0","0"
"12","2","21","0","0","12.2","0","0","12.2","0","0"
"12","2","22","0","0","12.2","0","0","12.2","0","0"
"12","2","23","0","0","11.7","2.1","0","11.7","0","0"
"12","3","0","0","0","11.7","2.1","0","11.7","0","0"
"12","3","1","0","0","11.7","2.6","0","11.7","0","0"
"12","3","2","0","0","11.7","1.5","0","11.7","0","0"
"12","3","3","0","0","11.7","0","0","11.7","0","0"
"12","3","4","0","0","11.7","0","0","11.7","0","0"
"12","3","5","0","0","11.7","2.1","0","11.7","0","0"
"12","3","6","0","0","11.7","6.7","0","11.7","0","0"
"12","3","7","44","19","11.7","3.1","45.597","11.122","40.072","33.758"
"12","3","8","180","91","12.2","6.2","223.827","14.927","198.417","188.612"
"12","3","9","86","99","13.3","3.6","174.591","16.218","155.824","147.042"
"12","3","10","65","201","13.3","4.6","275.057","17.84","244.391","233.412"
"12","3","11","0","146","14.4","6.2","135.156","15.903","121.204","113.208"
"12","3","12","0","146","15","5.2","135.173","16.492","120.897","112.908"
"12","3","13","0","127","15","4.1","116.87","16.324","104.607","96.973"
"12","3","14","0","93","13.9","5.2","84.447","14.373","76.252","69.216"
"12","3","15","0","49","13.3","3.1","42.879","12.823","38.986","32.693"
"12","3","16","0","12","13.3","0","10.38","10.24","9.546","3.807"
"12","3","17","0","0","13.9","6.2","0","13.9","0","0"
"12","3","18","0","0","13.9","5.2","0","13.9","0","0"
"12","3","19","0","0","13.3","3.6","0","13.3","0","0"
"12","3","20","0","0","13.3","3.1","0","13.3","0","0"
"12","3","21","0","0","13.3","2.6","0","13.3","0","0"
"12","3","22","0","0","13.3","0","0","13.3","0","0"
"12","3","23","0","0","13.9","3.6","0","13.9","0","0"
"12","4","0","0","0","13.9","4.1","0","13.9","0","0"
"12","4","1","0","0","13.9","4.6","0","13.9","0","0"
"12","4","2","0","0","13.9","4.6","0","13.9","0","0"
"12","4","3","0","0","13.3","6.7","0","13.3","0","0"
"12","4","4","0","0","12.8","7.7","0","12.8","0","0"
"12","4","5","0","0","12.8","6.2","0","12.8","0","0"
"12","4","6","0","0","12.8","6.2","0","12.8","0","0"
"12","4","7","41","19","12.2","3.6","38.579","11.448","33.709","27.517"
"12","4","8","197","75","12.8","4.1","211.393","15.966","186.013","176.512"
"12","4","9","410","140","13.3","5.7","495.287","21.346","430.8","414.324"
"12","4","10","86","144","13.3","6.2","236.954","16.834","211.442","201.311"
"12","4","11","69","174","13.9","1.5","244.544","19.999","215.205","204.98"
"12","4","12","147","171","13.9","0","330.741","26.954","281.73","269.745"
"12","4","13","113","186","13.9","3.1","313.619","20.593","275.092","263.289"
"12","4","14","0","88","13.9","3.1","79.268","14.925","71.399","64.462"
"12","4","15","91","94","14.4","0","167.797","19.507","146.436","137.872"
"12","4","16","0","13","14.4","0","11.25","13.411","10.202","4.451"
"12","4","17","0","0","14.4","5.7","0","14.4","0","0"
"12","4","18","0","0","14.4","4.1","0","14.4","0","0"
"12","4","19","0","0","15","7.2","0","15","0","0"
"12","4","20","0","0","13.9","5.7","0","13.9","0","0"
"12","4","21","0","0","14.4","8.2","0","14.4","0","0"
"12","4","22","0","0","13.9","7.7","0","13.9","0","0"
"12","4","23","0","0","13.9","5.2","0","13.9","0","0"
"12","5","0","0","0","12.8","0","0","12.8","0","0"
"12","5","1","0","0","12.8","5.7","0","12.8","0","0"
"12","5","2","0","0","12.8","3.1","0","12.8","0","0"
"12","5","3","0","0","13.3","4.1","0","13.3","0","0"
"12","5","4","0","0","13.3","3.6","0","13.3","0","0"
"12","5","5","0","0","13.3","3.1","0","13.3","0","0"
"12","5","6","0","0","13.3","5.2","0","13.3","0","0"
"12","5","7","0","12","13.3","3.6","10.381","11.913","9.476","3.739"
"12","5","8","12","86","14.4","9.3","93.708","14.762","84.25","77.048"
"12","5","9","80","130","14.4","7.7","196.383","16.441","175.185","165.946"
"12","5","10","43","147","15.6","8.2","188.025","17.541","167.289","158.238"
"12","5","11","65","119","14.4","6.7","191.62","16.656","171.211","162.066"
"12","5","12","53","167","15","6.7","221.355","17.759","196.808","187.043"
"12","5","13","49","161","16.1","8.8","210.348","18.287","186.516","177.003"
"12","5","14","48","221","16.1","8.2","304.793","19.764","268.283","256.666"
"12","5","15","30","65","15","5.7","83.25","15.7","74.192","67.198"
"12","5","16","9","15","15","5.2","16.743","14.13","14.792","8.957"
"12","5","17","0","0","14.4","5.2","0","14.4","0","0"
"12","5","18","0","0","14.4","5.2","0","14.4","0","0"
"12","5","19","0","0","13.9","3.1","0","13.9","0","0"
"12","5","20","0","0","13.9","5.2","0","13.9","0","0"
"12","5","21","0","0","13.3","7.7","0","13.3","0","0"
"12","5","22","0","0","13.3","7.2","0","13.3","0","0"
"12","5","23","0","0","13.3","5.7","0","13.3","0","0"
"12","6","0","0","0","13.3","8.2","0","13.3","0","0"
"12","6","1","0","0","13.3","7.2","0","13.3","0","0"
"12","6","2","0","0","12.8","6.7","0","12.8","0","0"
"12","6","3","0","0","12.8","7.7","0","12.8","0","0"
"12","6","4","0","0","12.8","8.2","0","12.8","0","0"
"12","6","5","0","0","12.8","6.7","0","12.8","0","0"
"12","6","6","0","0","12.8","8.2","0","12.8","0","0"
"12","6","7","0","12","12.8","6.7","10.381","11.843","9.48","3.742"
"12","6","8","56","55","12.8","4.1","94.174","13.33","84.405","77.2"
"12","6","9","36","138","13.3","2.1","174.499","16.409","155.901","147.117"
"12","6","10","0","120","13.3","2.1","109.773","14.922","98.876","91.366"
"12","6","11","57","212","13.3","4.1","281.568","18.159","249.895","238.77"
"12","6","12","57","182","13.9","3.6","243.514","18.535","215.746","205.507"
"12","6","13","36","205","13.9","2.1","256.288","19.722","225.808","215.312"
"12","6","14","31","149","14.4","2.6","185.343","18.07","164.398","155.415"
"12","6","15","29","90","13.9","4.6","117.534","15.224","105.21","97.563"
"12","6","16","3","16","13.9","3.1","15.029","12.843","13.549","7.737"
"12","6","17","0","0","13.9","2.1","0","13.9","0","0"
"12","6","18","0","0","13.3","3.1","0","13.3","0","0"
"12","6","19","0","0","13.3","1.5","0","13.3","0","0"
"12","6","20","0","0","12.8","2.1","0","12.8","0","0"
"12","6","21","0","0","12.2","1.5","0","12.2","0","0"
"12","6","22","0","0","12.2","1.5","0","12.2","0","0"
"12","6","23","0","0","12.2","2.6","0","12.2","0","0"
"12","7","0","0","0","12.2","3.6","0","12.2","0","0"
"12","7","1","0","0","13.3","1.5","0","13.3","0","0"
"12","7","2","0","0","15.6","5.7","0","15.6","0","0"
"12","7","3","0","0","15.6","8.2","0","15.6","0","0"
"12","7","4","0","0","15","6.2","0","15","0","0"
"12","7","5","0","0","14.4","8.2","0","14.4","0","0"
"12","7","6","0","0","15","7.2","0","15","0","0"
"12","7","7","0","10","14.4","6.2","8.643","13.379","7.839","2.132"
"12","7","8","0","51","15","2.6","45.312","14.367","40.915","34.585"
"12","7","9","0","96","15.6","5.7","88","16.029","78.871","71.781"
"12","7","10","0","130","12.8","11.3","120.432","13.471","109.184","101.452"
"12","7","11","106","156","12.2","3.6","274.266","17.156","244.488","233.506"
"12","7","12","22","297","14.4","6.2","337.224","19.403","297.626","285.198"
"12","7","13","386","143","15","10.3","531.955","21.085","465.19","447.57"
"12","7","14","165","119","12.8","8.8","259.049","15.881","231.323","220.685"
"12","7","15","62","97","12.2","9.3","147.289","13.447","132.444","124.198"
"12","7","16","22","32","11.1","5.2","47.969","10.886","43.15","36.776"
"12","7","17","0","0","10.3","6.2","0","10.3","0","0"
"12","7","18","0","0","10.6","3.6","0","10.6","0","0"
"12","7","19","0","0","10","0","0","10","0","0"
"12","7","20","0","0","10","3.1","0","10","0","0"
"12","7","21","0","0","10.6","0","0","10.6","0","0"
"12","7","22","0","0","8.9","9.3","0","8.9","0","0"
"12","7","23","0","0","10.6","3.6","0","10.6","0","0"
"12","8","0","0","0","11.1","6.7","0","11.1","0","0"
"12","8","1","0","0","10","0","0","10","0","0"
"12","8","2","0","0","10.6","5.2","0","10.6","0","0"
"12","8","3","0","0","10.6","0","0","10.6","0","0"
"12","8","4","0","0","10.6","6.7","0","10.6","0","0"
"12","8","5","0","0","10.6","5.2","0","10.6","0","0"
"12","8","6","0","0","9.4","0","0","9.4","0","0"
"12","8","7","5","14","8.9","0","14.299","5.935","13.201","7.395"
"12","8","8","37","61","8.9","4.1","82.701","9.137","75.722","68.697"
"12","8","9","124","123","10.6","1.5","233.266","15.716","208.558","198.5"
"12","8","10","101","196","12.2","7.2","300.928","16.106","269.413","257.765"
"12","8","11","0","246","10.6","5.7","251.358","14.312","227.027","216.5"
"12","8","12","149","289","10","3.1","489.609","20.69","429.49","413.056"
"12","8","13","152","234","11.7","6.2","412.882","18.257","366.049","351.617"
"12","8","14","211","165","11.7","8.2","355.105","16.229","316.697","303.727"
"12","8","15","164","78","11.1","4.6","197.942","14.363","175.853","166.597"
"12","8","16","95","18","10","5.7","72.508","10.299","63.042","56.274"
"12","8","17","0","0","10","3.6","0","10","0","0"
"12","8","18","0","0","10.6","4.1","0","10.6","0","0"
"12","8","19","0","0","10","4.6","0","10","0","0"
"12","8","20","0","0","10","6.7","0","10","0","0"
"12","8","21","0","0","9.4","5.2","0","9.4","0","0"
"12","8","22","0","0","9.4","5.2","0","9.4","0","0"
"12","8","23","0","0","8.9","6.2","0","8.9","0","0"
"12","9","0","0","0","8.3","3.1","0","8.3","0","0"
"12","9","1","0","0","8.3","4.1","0","8.3","0","0"
"12","9","2","0","0","7.2","2.6","0","7.2","0","0"
"12","9","3","0","0","7.8","3.1","0","7.8","0","0"
"12","9","4","0","0","7.2","1.5","0","7.2","0","0"
"12","9","5","0","0","5","2.6","0","5","0","0"
"12","9","6","0","0","5.6","0","0","5.6","0","0"
"12","9","7","103","13","6.7","2.1","65.571","6.656","57.176","50.526"
"12","9","8","497","47","8.9","1.5","360.108","17.694","311.149","298.337"
"12","9","9","498","115","10","2.6","527.536","22.561","455.713","438.412"
"12","9","10","712","107","10.6","3.6","773.969","27.742","655.663","630.979"
"12","9","11","711","106","11.7","6.2","820.587","25.65","703.037","676.405"
"12","9","12","702","103","12.2","4.1","810.092","29.917","680.104","654.425"
"12","9","13","774","81","12.8","4.6","795.082","29.083","669.285","644.048"
"12","9","14","693","68","13.3","4.1","623.176","26.987","526.941","507.167"
"12","9","15","517","49","13.3","3.6","381.125","21.843","323.878","310.699"
"12","9","16","143","16","12.2","2.6","92.643","13.86","78.497","71.414"
"12","9","17","0","0","10.6","2.6","0","10.6","0","0"
"12","9","18","0","0","10","0","0","10","0","0"
"12","9","19","0","0","10","1.5","0","10","0","0"
"12","9","20","0","0","8.9","2.1","0","8.9","0","0"
"12","9","21","0","0","8.3","2.1","0","8.3","0","0"
"12","9","22","0","0","9.4","0","0","9.4","0","0"
"12","9","23","0","0","8.9","2.6","0","8.9","0","0"
"12","10","0","0","0","7.8","0","0","7.8","0","0"
"12","10","1","0","0","8.9","2.1","0","8.9","0","0"
"12","10","2","0","0","6.7","1.5","0","6.7","0","0"
"12","10","3","0","0","5.6","1.5","0","5.6","0","0"
"12","10","4","0","0","6.1","2.1","0","6.1","0","0"
"12","10","5","0","0","6.1","3.1","0","6.1","0","0"
"12","10","6","0","0","6.7","4.1","0","6.7","0","0"
"12","10","7","181","11","7.8","3.1","95.289","8.558","81.166","74.028"
"12","10","8","507","53","9.4","5.2","372.052","15.322","324.97","311.76"
"12","10","9","584","68","10.6","4.1","538.731","21.588","466.961","449.281"
"12","10","10","841","63","11.1","3.1","814.646","30.051","682.335","656.564"
"12","10","11","872","69","12.2","0","906.234","47.678","695.718","669.391"
"12","10","12","874","69","13.3","1.5","910.461","40.324","726.037","698.43"
"12","10","13","814","63","13.9","1.5","797.975","37.936","643.163","618.981"
"12","10","14","774","53","13.9","3.1","665.051","29.963","554.235","533.467"
"12","10","15","615","39","13.3","2.6","422.136","24.064","354.385","340.306"
"12","10","16","223","14","13.3","4.6","119.479","15.093","99.276","91.757"
"12","10","17","0","0","12.2","3.6","0","12.2","0","0"
"12","10","18","0","0","10.6","2.1","0","10.6","0","0"
"12","10","19","0","0","10.6","3.6","0","10.6","0","0"
"12","10","20","0","0","10.6","3.1","0","10.6","0","0"
"12","10","21","0","0","10.6","2.6","0","10.6","0","0"
"12","10","22","0","0","10.6","3.1","0","10.6","0","0"
"12","10","23","0","0","11.7","2.6","0","11.7","0","0"
"12","11","0","0","0","11.7","3.1","0","11.7","0","0"
"12","11","1","0","0","11.7","3.6","0","11.7","0","0"
"12","11","2","0","0","11.7","6.7","0","11.7","0","0"
"12","11","3","0","0","11.1","4.1","0","11.1","0","0"
"12","11","4","0","0","9.4","4.1","0","9.4","0","0"
"12","11","5","0","0","8.9","4.1","0","8.9","0","0"
"12","11","6","0","0","9.4","2.1","0","9.4","0","0"
"12","11","7","94","12","9.4","3.1","60.084","9.382","51.778","45.235"
"12","11","8","496","45","11.1","4.6","355.282","17.058","307.597","294.886"
"12","11","9","696","64","12.2","4.6","610.793","23.928","523.422","503.774"
"12","11","10","781","77","13.3","3.6","788.934","30.883","658.195","633.409"
"12","11","11","816","84","13.9","4.1","883.036","33.04","730.127","702.345"
"12","11","12","817","84","14.4","4.1","886.665","33.786","730.493","702.696"
"12","11","13","786","78","14.4","4.1","802.107","32.022","665.684","640.594"
"12","11","14","706","65","15.6","3.1","630.305","30.834","523.253","503.611"
"12","11","15","532","47","13.9","2.1","388.508","24.485","326.126","312.883"
"12","11","16","119","19","13.3","3.1","84.225","14.635","71.562","64.622"
"12","11","17","0","0","12.8","2.6","0","12.8","0","0"
"12","11","18","0","0","11.7","3.1","0","11.7","0","0"
"12","11","19","0","0","11.7","0","0","11.7","0","0"
"12","11","20","0","0","10","2.1","0","10","0","0"
"12","11","21","0","0","9.4","0","0","9.4","0","0"
"12","11","22","0","0","10","0","0","10","0","0"
"12","11","23","0","0","8.9","0","0","8.9","0","0"
"12","12","0","0","0","7.2","1.5","0","7.2","0","0"
"12","12","1","0","0","7.2","2.1","0","7.2","0","0"
"12","12","2","0","0","7.2","3.6","0","7.2","0","0"
"12","12","3","0","0","7.2","1.5","0","7.2","0","0"
"12","12","4","0","0","5.6","1.5","0","5.6","0","0"
"12","12","5","0","0","5.6","2.1","0","5.6","0","0"
"12","12","6","0","0","6.1","2.6","0","6.1","0","0"
"12","12","7","25","14","7.2","2.1","25.528","6.085","22.91","16.923"
"12","12","8","273","64","8.3","3.6","249.888","12.459","222.27","211.865"
"12","12","9","360","94","8.3","1.5","398.436","18.98","349.936","335.99"
"12","12","10","375","208","8.9","2.6","583.893","22.985","506.129","487.096"
"12","12","11","470","185","9.4","1.5","683.595","29.398","575.392","553.836"
"12","12","12","539","194","10","0","759.803","40.537","605.362","582.663"
"12","12","13","443","151","11.1","0","591.796","36.786","480.004","461.879"
"12","12","14","498","95","11.1","0","516.026","33.261","423.816","407.567"
"12","12","15","335","64","11.1","0","291.511","25.081","245.112","234.115"
"12","12","16","46","19","10.6","1.5","47.138","11.028","41.48","35.139"
"12","12","17","0","0","10","3.6","0","10","0","0"
"12","12","18","0","0","10","4.6","0","10","0","0"
"12","12","19","0","0","10","4.6","0","10","0","0"
"12","12","20","0","0","7.8","3.1","0","7.8","0","0"
"12","12","21","0","0","7.8","2.1","0","7.8","0","0"
"12","12","22","0","0","6.7","2.1","0","6.7","0","0"
"12","12","23","0","0","7.8","2.6","0","7.8","0","0"
"12","13","0","0","0","7.8","2.6","0","7.8","0","0"
"12","13","1","0","0","7.2","2.6","0","7.2","0","0"
"12","13","2","0","0","7.2","2.1","0","7.2","0","0"
"12","13","3","0","0","7.2","0","0","7.2","0","0"
"12","13","4","0","0","7.2","1.5","0","7.2","0","0"
"12","13","5","0","0","6.7","0","0","6.7","0","0"
"12","13","6","0","0","6.7","1.5","0","6.7","0","0"
"12","13","7","7","14","7.2","1.5","15.054","5.485","13.854","8.036"
"12","13","8","115","96","8.9","4.6","188.057","11.311","169.871","160.759"
"12","13","9","373","121","8.9","4.1","440.742","17.367","390.089","374.914"
"12","13","10","317","207","8.9","3.6","532.799","20.496","467.236","449.547"
"12","13","11","436","197","8.9","2.6","665.787","25.372","571.24","549.84"
"12","13","12","323","236","9.4","2.6","596.452","24.533","513.846","494.539"
"12","13","13","482","162","9.4","3.1","638.887","24.476","549.934","529.324"
"12","13","14","0","103","9.4","2.1","95.543","12.222","87.102","79.84"
"12","13","15","88","73","10","2.6","137.561","11.934","124.045","115.986"
"12","13","16","21","20","10","4.6","32.815","9.438","29.497","23.386"
"12","13","17","0","0","9.4","0","0","9.4","0","0"
"12","13","18","0","0","8.9","0","0","8.9","0","0"
"12","13","19","0","0","10","3.1","0","10","0","0"
"12","13","20","0","0","9.4","2.6","0","9.4","0","0"
