"PVWatts: Hourly PV Performance Data"
"Requested Location:","san francisco"
"Location:","SAN FRANCISCO INTL AP, CA"
"Lat (deg N):","37.62"
"Long (deg W):","122.4"
"Elev (m):","2"
"DC System Size (kW):","1"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","37.8"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.09"
"Capacity Factor (%)","17.7"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"2","21","23","0","0","10.6","2.5","0","10.6","0","0"
"2","22","0","0","0","10","1.5","0","10","0","0"
"2","22","1","0","0","9.1","1.7","0","9.1","0","0"
"2","22","2","0","0","8.1","1.9","0","8.1","0","0"
"2","22","3","0","0","7.2","2.1","0","7.2","0","0"
"2","22","4","0","0","7.6","2.4","0","7.6","0","0"
"2","22","5","0","0","7.9","2.8","0","7.9","0","0"
"2","22","6","5","0","8.3","3.1","0.764","6.54","0.42","0"
"2","22","7","288","31","9.4","2.8","130.093","10.818","104.695","97.059"
"2","22","8","491","76","10.6","2.4","361.223","18.533","309.294","296.536"
"2","22","9","681","87","11.7","2.1","617.079","27.41","520.12","500.59"
"2","22","10","771","112","12.1","2.4","830.083","33.164","685.343","659.448"
"2","22","11","425","177","12.4","2.8","639.422","28.54","540.66","520.389"
"2","22","12","867","144","12.8","3.1","1057.327","37.425","856.154","822.699"
"2","22","13","366","262","13","3.8","653.871","28.292","553.5","532.759"
"2","22","14","526","184","13.1","4.5","676.22","26.875","575.261","553.71"
"2","22","15","228","167","13.3","5.2","346.984","19.688","303.743","291.142"
"2","22","16","57","82","12.8","4.5","106.061","14.196","94.25","86.838"
"2","22","17","30","31","12.2","3.8","38.422","11.682","33.472","27.285"
"2","22","18","0","0","11.7","3.1","0","11.7","0","0"
"2","22","19","0","0","11.5","3.8","0","11.5","0","0"
"2","22","20","0","0","11.3","4.5","0","11.3","0","0"
"2","22","21","0","0","11.1","5.2","0","11.1","0","0"
"2","22","22","0","0","10.7","4.7","0","10.7","0","0"
"2","22","23","0","0","10.4","4.1","0","10.4","0","0"
"2","23","0","0","0","10","3.6","0","10","0","0"
"2","23","1","0","0","9.4","4.1","0","9.4","0","0"
"2","23","2","0","0","8.9","4.7","0","8.9","0","0"
"2","23","3","0","0","8.3","5.2","0","8.3","0","0"
"2","23","4","0","0","9.4","4.8","0","9.4","0","0"
"2","23","5","0","0","10.6","4.5","0","10.6","0","0"
"2","23","6","2","1","11.7","4.1","1.196","10.224","0.984","0"
"2","23","7","119","43","11.9","6.2","86.434","12.184","72.807","65.842"
"2","23","8","117","112","12","8.2","180.437","13.698","160.801","151.902"
"2","23","9","169","182","12.2","10.3","317.664","15.453","284.265","272.209"
"2","23","10","258","209","12.8","10","467.649","18.143","414.738","398.782"
"2","23","11","466","161","13.3","9.6","660.543","21.451","577.442","555.809"
"2","23","12","512","168","13.9","9.3","738.441","23.426","639.731","615.685"
"2","23","13","712","122","13.3","9.3","852.496","24.414","734.916","706.929"
"2","23","14","655","155","12.8","9.3","760.724","22.755","659.658","634.813"
"2","23","15","600","112","12.2","9.3","559.834","19.373","488.63","470.207"
"2","23","16","341","90","11.7","8.4","273.679","15.11","236.807","226.026"
"2","23","17","35","38","11.1","7.6","48.591","11.038","42.605","36.242"
"2","23","18","0","0","10.6","6.7","0","10.6","0","0"
"2","23","19","0","0","10.2","5.2","0","10.2","0","0"
"2","23","20","0","0","9.8","3.6","0","9.8","0","0"
"2","23","21","0","0","9.4","2.1","0","9.4","0","0"
"2","23","22","0","0","9.2","2.3","0","9.2","0","0"
"2","23","23","0","0","9.1","2.4","0","9.1","0","0"
"2","24","0","0","0","8.9","2.6","0","8.9","0","0"
"2","24","1","0","0","8.3","2.6","0","8.3","0","0"
"2","24","2","0","0","7.8","2.6","0","7.8","0","0"
"2","24","3","0","0","7.2","2.6","0","7.2","0","0"
"2","24","4","0","0","7.2","1.7","0","7.2","0","0"
"2","24","5","0","0","7.2","0.9","0","7.2","0","0"
"2","24","6","4","1","7.2","0","1.487","3.598","1.171","0"
"2","24","7","160","50","8.1","1.2","106.535","9.042","90.323","82.994"
"2","24","8","455","99","9.1","2.4","363.152","17.019","314.046","301.152"
"2","24","9","475","133","10","3.6","513.125","20.959","446.45","429.458"
"2","24","10","687","130","10.9","3.9","783.26","27.748","663.898","638.881"
"2","24","11","276","315","11.9","4.3","633.381","25.395","543.639","523.26"
"2","24","12","193","228","12.8","4.6","457.199","21.903","398.906","383.454"
"2","24","13","389","182","13","6.2","603.447","22.82","524.146","504.471"
"2","24","14","190","213","13.1","7.7","389.637","18.546","344.821","331.027"
"2","24","15","224","162","13.3","9.3","337.597","17.217","298.861","286.399"
"2","24","16","242","83","12.4","8.6","208.951","14.66","181.674","172.279"
"2","24","17","186","30","11.5","7.9","87.789","11.963","69.893","62.987"
"2","24","18","0","0","10.6","7.2","0","10.6","0","0"
"2","24","19","0","0","10.4","6.7","0","10.4","0","0"
"2","24","20","0","0","10.2","6.2","0","10.2","0","0"
"2","24","21","0","0","10","5.7","0","10","0","0"
"2","24","22","0","0","9.6","4.5","0","9.6","0","0"
"2","24","23","0","0","9.3","3.3","0","9.3","0","0"
"2","25","0","0","0","8.9","2.1","0","8.9","0","0"
"2","25","1","0","0","8.2","2.1","0","8.2","0","0"
"2","25","2","0","0","7.4","2.1","0","7.4","0","0"
"2","25","3","0","0","6.7","2.1","0","6.7","0","0"
"2","25","4","0","0","6.3","2.1","0","6.3","0","0"
"2","25","5","0","0","6","2.1","0","6","0","0"
"2","25","6","5","2","5.6","2.1","2.519","3.828","2.087","0"
"2","25","7","239","39","7.4","2.1","121.908","8.683","100.684","93.134"
"2","25","8","578","63","9.3","2.1","393.262","18.397","336.165","322.627"
"2","25","9","709","92","11.1","2.1","645.214","27.652","543.351","522.982"
"2","25","10","839","85","11.8","2.3","852.23","33.767","701.546","674.975"
"2","25","11","885","103","12.6","2.4","996.187","38.286","803.062","772.063"
"2","25","12","900","102","13.3","2.6","1033.026","39.576","827.505","795.387"
"2","25","13","823","103","13.3","4","932.208","34.144","766.98","737.596"
"2","25","14","755","103","13.3","5.3","782.796","28.211","661.415","636.499"
"2","25","15","597","118","13.3","6.7","563.901","22.372","485.502","467.188"
"2","25","16","278","95","12.6","6","239.339","16.342","206.499","196.493"
"2","25","17","8","36","11.8","5.3","36.019","11.509","32.498","26.33"
"2","25","18","0","0","11.1","4.6","0","11.1","0","0"
"2","25","19","0","0","10.9","4.8","0","10.9","0","0"
"2","25","20","0","0","10.8","5","0","10.8","0","0"
"2","25","21","0","0","10.6","5.2","0","10.6","0","0"
"2","25","22","0","0","10","4","0","10","0","0"
"2","25","23","0","0","9.5","2.7","0","9.5","0","0"
"2","26","0","0","0","8.9","1.5","0","8.9","0","0"
"2","26","1","0","0","8","1.5","0","8","0","0"
"2","26","2","0","0","7","1.5","0","7","0","0"
"2","26","3","0","0","6.1","1.5","0","6.1","0","0"
"2","26","4","0","0","5.7","1.7","0","5.7","0","0"
"2","26","5","0","0","5.4","1.9","0","5.4","0","0"
"2","26","6","19","3","5","2.1","5.411","3.11","4.01","0"
"2","26","7","400","31","6.9","1.9","162.608","9.383","129.796","121.609"
"2","26","8","710","50","8.7","1.7","446.979","20.033","378.169","363.365"
"2","26","9","829","67","10.6","1.5","695.641","30.365","577.884","556.234"
"2","26","10","829","87","11.5","1.7","846.558","35.428","691.229","665.089"
"2","26","11","567","181","12.4","1.9","792.524","34.671","650.488","626.012"
"2","26","12","662","164","13.3","2.1","884.956","37.032","718","690.735"
"2","26","13","459","223","13.9","3.6","717.157","30.489","600.696","578.178"
"2","26","14","607","140","14.4","5.2","703.542","27.657","596.186","573.84"
"2","26","15","627","107","15","6.7","572.374","24.139","488.57","470.15"
"2","26","16","385","76","14.1","6.2","277.534","18.442","235.453","224.708"
"2","26","17","122","34","13.1","5.7","70.37","13.504","57.072","50.424"
"2","26","18","0","0","12.2","5.2","0","12.2","0","0"
"2","26","19","0","0","12","5","0","12","0","0"
"2","26","20","0","0","11.9","4.8","0","11.9","0","0"
"2","26","21","0","0","11.7","4.6","0","11.7","0","0"
"2","26","22","0","0","11.1","4.1","0","11.1","0","0"
"2","26","23","0","0","10.6","3.6","0","10.6","0","0"
"2","27","0","0","0","10","3.1","0","10","0","0"
"2","27","1","0","0","9.3","2.8","0","9.3","0","0"
"2","27","2","0","0","8.5","2.4","0","8.5","0","0"
"2","27","3","0","0","7.8","2.1","0","7.8","0","0"
"2","27","4","0","0","7.6","1.9","0","7.6","0","0"
"2","27","5","0","0","7.4","1.7","0","7.4","0","0"
"2","27","6","7","4","7.2","1.5","4.569","5.268","3.885","0"
"2","27","7","314","39","8.5","1.7","146.35","10.586","118.56","110.623"
"2","27","8","561","80","9.8","1.9","404.36","19.55","344.677","330.888"
"2","27","9","660","103","11.1","2.1","623.381","27.125","526.522","506.762"
"2","27","10","809","95","12.6","1.9","847.669","35.566","691.71","665.55"
"2","27","11","875","106","14.1","1.7","1002.068","42.372","791.272","760.805"
"2","27","12","842","108","15.6","1.5","994.236","44.965","774.784","745.054"
"2","27","13","736","145","16","3.1","903.937","37.876","730.117","702.336"
"2","27","14","627","154","16.3","4.6","735.845","31.557","612.007","589.052"
"2","27","15","335","182","16.7","6.2","435.038","23.999","372.865","358.224"
"2","27","16","387","96","15.2","6","300.205","19.874","253.816","242.587"
"2","27","17","88","38","13.7","5.9","66.64","14.059","55.406","48.792"
"2","27","18","0","0","12.2","5.7","0","12.2","0","0"
"2","27","19","0","0","12","5.2","0","12","0","0"
"2","27","20","0","0","11.9","4.6","0","11.9","0","0"
"2","27","21","0","0","11.7","4.1","0","11.7","0","0"
"2","27","22","0","0","11.7","5.1","0","11.7","0","0"
"2","27","23","0","0","11.7","6.2","0","11.7","0","0"
"2","28","0","0","0","11.7","7.2","0","11.7","0","0"
"2","28","1","0","0","11.5","6.3","0","11.5","0","0"
"2","28","2","0","0","11.3","5.5","0","11.3","0","0"
"2","28","3","0","0","11.1","4.6","0","11.1","0","0"
"2","28","4","0","0","11.1","4.3","0","11.1","0","0"
"2","28","5","0","0","11.1","3.9","0","11.1","0","0"
"2","28","6","13","4","11.1","3.6","5.386","9.692","4.224","0"
"2","28","7","67","52","10.7","4.5","75.002","10.773","65.448","58.632"
"2","28","8","104","144","10.4","5.3","208.223","13.12","186.796","177.277"
"2","28","9","12","152","10","6.2","147.034","11.58","134.343","126.054"
"2","28","10","275","253","10.9","7.4","532.111","18.234","471.775","453.931"
"2","28","11","193","285","11.9","8.6","496.823","18.39","440.507","423.712"
"2","28","12","579","231","12.8","9.8","868.792","23.568","752.172","723.437"
"2","28","13","627","144","12.6","10","798.001","22.559","693.954","667.701"
"2","28","14","672","123","12.4","10.1","739.366","21.492","644.863","620.612"
"2","28","15","658","109","12.2","10.3","595.303","19.312","519.572","500.061"
"2","28","16","539","60","11.3","9.8","336.655","15.187","287.805","275.651"
"2","28","17","194","38","10.3","9.3","95.097","10.887","76.321","69.284"
"2","28","18","0","0","9.4","8.8","0","9.4","0","0"
"2","28","19","0","0","9","7.6","0","9","0","0"
"2","28","20","0","0","8.7","6.4","0","8.7","0","0"
"2","28","21","0","0","8.8","5.9","0","8.8","0","0"
"2","28","22","0","0","8.9","5.5","0","8.9","0","0"
"2","28","23","0","0","9","5","0","9","0","0"
"3","1","0","0","0","9.1","4.5","0","9.1","0","0"
"3","1","1","0","0","9.2","4","0","9.2","0","0"
"3","1","2","0","0","9.3","3.6","0","9.3","0","0"
"3","1","3","0","0","9.4","3.1","0","9.4","0","0"
"3","1","4","0","0","10","2.1","0","10","0","0"
"3","1","5","0","0","9.4","0","0","9.4","0","0"
"3","1","6","0","0","9.4","0","0","9.4","0","0"
"3","1","7","0","24","10","0","20.591","6.685","19.233","13.315"
"3","1","8","0","52","10","1.5","44.75","9.131","41.355","35.017"
"3","1","9","0","89","10","2.1","77.044","10.22","70.86","63.935"
"3","1","10","83","172","10","1.5","252.5","15.664","226.561","216.046"
"3","1","11","774","161","11.7","2.1","969.105","36.003","790.208","759.789"
"3","1","12","711","191","15","2.1","959.966","40.998","763.476","734.246"
"3","1","13","769","149","17.2","2.1","935.638","42.46","738.399","710.261"
"3","1","14","729","138","20.6","2.6","800.88","40.989","635.544","611.664"
"3","1","15","509","144","20","2.6","521.724","33.451","426.463","410.128"
"3","1","16","328","86","17.8","6.7","259.078","21.593","217.453","207.171"
"3","1","17","25","57","15","6.7","68.544","15.307","60.253","53.542"
"3","1","18","0","0","12.2","7.2","0","12.2","0","0"
"3","1","19","0","0","13.3","2.1","0","13.3","0","0"
"3","1","20","0","0","11.7","6.2","0","11.7","0","0"
"3","1","21","0","0","11.1","3.1","0","11.1","0","0"
"3","1","22","0","0","11.7","1.5","0","11.7","0","0"
"3","1","23","0","0","11.1","2.1","0","11.1","0","0"
"3","2","0","0","0","11.1","0","0","11.1","0","0"
"3","2","1","0","0","10.6","0","0","10.6","0","0"
"3","2","2","0","0","11.1","0","0","11.1","0","0"
"3","2","3","0","0","10","0","0","10","0","0"
"3","2","4","0","0","9.4","0","0","9.4","0","0"
"3","2","5","0","0","9.4","0","0","9.4","0","0"
"3","2","6","8","2","11.1","4.1","2.868","9.717","2.19","0"
"3","2","7","264","48","11.7","1.5","138.194","13.633","112.155","104.358"
"3","2","8","447","92","13.9","2.1","350.348","21.881","296.419","284.025"
"3","2","9","577","136","15.6","3.1","596.982","28.973","500.244","481.417"
"3","2","10","549","161","15.6","3.1","694.654","31.817","577.55","555.913"
"3","2","11","747","152","16.7","3.1","932.861","38.507","751.221","722.527"
"3","2","12","751","155","16.1","3.6","959.995","37.994","775.157","745.41"
"3","2","13","788","122","19.4","2.6","917.077","42.598","723.231","695.744"
"3","2","14","687","143","18.9","5.2","770.551","33.757","633.983","610.166"
"3","2","15","471","156","20.6","4.1","508.275","31.699","419.246","403.145"
"3","2","16","278","102","21.1","3.1","243.379","26.6","200.333","190.48"
"3","2","17","110","44","18.9","5.7","76.491","19.444","61.52","54.784"
"3","2","18","0","0","16.1","7.7","0","16.1","0","0"
"3","2","19","0","0","14.4","5.2","0","14.4","0","0"
"3","2","20","0","0","13.3","4.1","0","13.3","0","0"
"3","2","21","0","0","13.3","5.2","0","13.3","0","0"
"3","2","22","0","0","13.3","5.2","0","13.3","0","0"
"3","2","23","0","0","13.3","3.1","0","13.3","0","0"
"3","3","0","0","0","12.2","5.2","0","12.2","0","0"
"3","3","1","0","0","11.7","2.1","0","11.7","0","0"
"3","3","2","0","0","11.1","0","0","11.1","0","0"
"3","3","3","0","0","11.1","0","0","11.1","0","0"
"3","3","4","0","0","10","0","0","10","0","0"
"3","3","5","0","0","10","2.1","0","10","0","0"
"3","3","6","7","2","10","3.1","2.717","8.463","2.121","0"
"3","3","7","179","70","12.8","2.6","132.017","14.342","110.428","102.669"
"3","3","8","165","108","14.4","4.1","207.027","17.687","180.683","171.312"
"3","3","9","88","241","15.6","3.1","307.419","21.832","267.758","256.155"
"3","3","10","477","225","16.1","2.1","693.303","33.475","571.887","550.462"
"3","3","11","537","214","18.3","1.5","788.455","41.1","626.687","603.157"
"3","3","12","715","192","18.9","3.6","965.459","40.514","769.739","740.233"
"3","3","13","657","182","17.8","6.7","864.944","32.076","718.92","691.617"
"3","3","14","226","271","16.7","7.2","479.917","24.141","413.908","397.979"
"3","3","15","597","141","16.1","6.7","582.66","25.166","495.32","476.665"
"3","3","16","212","120","15.6","6.7","231.821","18.985","199.145","189.322"
"3","3","17","34","40","15.6","5.7","46.723","15.538","40.084","33.77"
"3","3","18","1","0","15","5.2","0.099","13.752","0.039","0"
"3","3","19","0","0","14.4","5.7","0","14.4","0","0"
"3","3","20","0","0","13.3","4.1","0","13.3","0","0"
"3","3","21","0","0","12.8","2.1","0","12.8","0","0"
"3","3","22","0","0","12.8","4.1","0","12.8","0","0"
"3","3","23","0","0","12.2","3.6","0","12.2","0","0"
"3","4","0","0","0","12.2","3.1","0","12.2","0","0"
"3","4","1","0","0","11.7","3.1","0","11.7","0","0"
"3","4","2","0","0","11.7","3.6","0","11.7","0","0"
"3","4","3","0","0","12.2","3.1","0","12.2","0","0"
"3","4","4","0","0","11.7","2.6","0","11.7","0","0"
"3","4","5","0","0","11.7","0","0","11.7","0","0"
"3","4","6","0","1","11.7","2.6","0.895","9.826","0.825","0"
"3","4","7","0","33","11.7","3.1","28.362","10.617","26.04","19.994"
"3","4","8","0","66","12.2","0","56.883","11.083","52.119","45.569"
"3","4","9","29","267","12.8","1.5","276.604","19.095","244.297","233.321"
"3","4","10","199","262","13.9","3.1","453.805","23.77","392.269","377.026"
"3","4","11","520","271","14.4","3.6","834.221","32.605","691.714","665.554"
"3","4","12","469","306","16.7","9.8","834.597","27.304","709.971","683.047"
"3","4","13","476","272","17.2","7.7","781.302","28.851","659.62","634.776"
"3","4","14","49","216","18.3","8.2","252.68","21.729","220.539","210.178"
"3","4","15","100","254","16.1","8.2","327.921","20.138","287.532","275.386"
"3","4","16","0","105","13.9","9.8","95.081","14.483","85.811","78.577"
"3","4","17","0","39","13.9","6.2","35.472","13.44","32.163","26.002"
"3","4","18","0","0","13.9","4.1","0","13.9","0","0"
"3","4","19","0","0","13.9","2.1","0","13.9","0","0"
"3","4","20","0","0","13.9","3.1","0","13.9","0","0"
"3","4","21","0","0","13.3","2.6","0","13.3","0","0"
"3","4","22","0","0","13.9","2.6","0","13.9","0","0"
"3","4","23","0","0","13.9","3.1","0","13.9","0","0"
"3","5","0","0","0","13.3","2.1","0","13.3","0","0"
"3","5","1","0","0","13.9","0","0","13.9","0","0"
"3","5","2","0","0","12.2","2.1","0","12.2","0","0"
"3","5","3","0","0","12.8","2.6","0","12.8","0","0"
"3","5","4","0","0","12.2","3.6","0","12.2","0","0"
"3","5","5","0","0","12.2","2.6","0","12.2","0","0"
"3","5","6","0","2","11.7","3.1","1.79","9.963","1.648","0"
"3","5","7","27","51","12.2","4.6","55.624","11.884","49.451","42.955"
"3","5","8","66","176","12.2","5.2","211.987","15.01","189.475","179.89"
"3","5","9","0","140","13.3","5.2","124.617","14.689","112.364","104.562"
"3","5","10","0","181","13.3","4.1","162.661","15.585","146.079","137.522"
"3","5","11","147","276","13.9","5.2","436.725","21.205","382.261","367.33"
"3","5","12","0","212","13.3","4.6","191.813","16.609","171.464","162.314"
"3","5","13","76","405","13.3","5.7","496.033","21.332","433.921","417.342"
"3","5","14","268","229","13.9","6.2","483.177","21.701","421.393","405.222"
"3","5","15","264","213","13.3","6.7","414.869","19.572","363.442","349.089"
"3","5","16","289","100","12.8","6.2","244.634","16.36","210.812","200.698"
"3","5","17","12","38","12.8","6.2","38.701","12.573","34.552","28.344"
"3","5","18","0","0","12.2","5.2","0","12.2","0","0"
"3","5","19","0","0","12.2","5.2","0","12.2","0","0"
"3","5","20","0","0","11.7","4.1","0","11.7","0","0"
"3","5","21","0","0","11.7","4.1","0","11.7","0","0"
"3","5","22","0","0","11.7","3.1","0","11.7","0","0"
"3","5","23","0","0","10","2.1","0","10","0","0"
"3","6","0","0","0","10","2.1","0","10","0","0"
"3","6","1","0","0","9.4","4.1","0","9.4","0","0"
"3","6","2","0","0","9.4","2.1","0","9.4","0","0"
"3","6","3","0","0","10","2.1","0","10","0","0"
"3","6","4","0","0","10","2.6","0","10","0","0"
"3","6","5","0","0","10","2.1","0","10","0","0"
"3","6","6","39","4","9.4","2.1","8.488","7.542","5.706","0.038"
"3","6","7","351","50","11.1","2.1","168.896","13.739","135.78","127.458"
"3","6","8","269","148","12.2","2.6","306.165","18.661","265.59","254.046"
"3","6","9","782","68","15","2.1","664.884","31.678","549.242","528.657"
"3","6","10","787","123","16.1","0","860.04","49.053","655.142","630.48"
"3","6","11","650","202","16.7","2.6","893.918","39.221","717.307","690.072"
"3","6","12","813","112","18.9","2.6","967.023","43.111","760.839","731.725"
"3","6","13","883","94","20","0","965.865","57.218","704.644","677.944"
"3","6","14","864","85","19.4","3.6","841.831","38.718","675.565","650.072"
"3","6","15","780","72","18.3","5.7","628.686","29.681","521.863","502.271"
"3","6","16","635","56","17.2","8.2","371.134","22.212","305.953","293.29"
"3","6","17","372","28","15.6","6.2","121.343","16.999","87.741","80.466"
"3","6","18","11","0","15","5.2","0.978","13.887","0.36","0"
"3","6","19","0","0","15","6.7","0","15","0","0"
"3","6","20","0","0","13.3","4.1","0","13.3","0","0"
"3","6","21","0","0","12.8","3.1","0","12.8","0","0"
"3","6","22","0","0","12.2","4.6","0","12.2","0","0"
"3","6","23","0","0","11.7","4.1","0","11.7","0","0"
"3","7","0","0","0","12.2","4.6","0","12.2","0","0"
"3","7","1","0","0","12.2","2.6","0","12.2","0","0"
"3","7","2","0","0","10.6","2.1","0","10.6","0","0"
"3","7","3","0","0","11.1","2.1","0","11.1","0","0"
"3","7","4","0","0","10","2.1","0","10","0","0"
"3","7","5","0","0","10.6","1.5","0","10.6","0","0"
"3","7","6","55","4","10","2.1","12.208","8.261","8.259","2.543"
"3","7","7","482","39","12.2","0","196.925","17.742","152.051","143.357"
"3","7","8","725","62","14.4","2.6","472.5","25.08","391.742","376.515"
"3","7","9","801","93","16.1","2.6","714.384","33.382","585.523","563.584"
"3","7","10","860","102","17.8","2.1","902.006","41.51","714.55","687.432"
"3","7","11","880","117","20.6","1.5","1019.026","49.931","773.573","743.896"
"3","7","12","884","112","21.7","3.1","1027.126","46.129","795.595","764.934"
"3","7","13","808","129","21.7","3.1","944.054","44.323","737.939","709.821"
"3","7","14","758","114","18.9","8.2","792.329","30.355","662.67","637.703"
"3","7","15","638","140","17.2","7.7","607.767","26.18","514.017","494.704"
"3","7","16","574","61","17.2","6.2","348.419","22.848","286.943","274.813"
"3","7","17","317","34","13.9","7.2","114.778","14.997","85.67","78.439"
"3","7","18","8","0","12.2","6.2","0.685","11.143","0.248","0"
"3","7","19","0","0","13.3","4.1","0","13.3","0","0"
"3","7","20","0","0","10.6","4.6","0","10.6","0","0"
"3","7","21","0","0","10","3.6","0","10","0","0"
"3","7","22","0","0","9.4","3.1","0","9.4","0","0"
"3","7","23","0","0","10","4.1","0","10","0","0"
"3","8","0","0","0","8.9","5.2","0","8.9","0","0"
"3","8","1","0","0","8.9","4.6","0","8.9","0","0"
"3","8","2","0","0","8.3","3.6","0","8.3","0","0"
"3","8","3","0","0","7.8","3.1","0","7.8","0","0"
"3","8","4","0","0","7.8","0","0","7.8","0","0"
"3","8","5","0","0","7.2","1.5","0","7.2","0","0"
"3","8","6","0","5","7.2","1.5","4.271","4.94","4.02","0"
"3","8","7","87","76","9.4","0","104.298","10.255","91.616","84.259"
"3","8","8","104","150","10.6","1.5","209.911","15.113","186.754","177.235"
"3","8","9","524","185","12.2","3.1","605.764","25.485","516.641","497.235"
"3","8","10","621","210","13.3","2.6","805.919","33.21","665.616","640.53"
"3","8","11","662","228","15","3.1","932.531","37.121","756.214","727.302"
"3","8","12","671","233","16.7","5.7","964.08","34.227","793.144","762.593"
"3","8","13","653","224","16.7","4.1","903.495","36.526","734.734","706.755"
"3","8","14","563","198","16.7","7.7","715.115","27.407","606.846","584.091"
"3","8","15","349","193","15.6","8.8","448.727","21.504","389.015","373.874"
"3","8","16","206","130","14.4","8.8","236.69","17.118","205.283","195.307"
"3","8","17","28","51","12.2","5.7","55.788","12.27","49.265","42.772"
"3","8","18","0","0","11.1","5.2","0","11.1","0","0"
"3","8","19","0","0","10.6","5.7","0","10.6","0","0"
"3","8","20","0","0","10","3.1","0","10","0","0"
"3","8","21","0","0","10","2.6","0","10","0","0"
"3","8","22","0","0","10","2.6","0","10","0","0"
"3","8","23","0","0","10.6","2.1","0","10.6","0","0"
"3","9","0","0","0","9.4","0","0","9.4","0","0"
"3","9","1","0","0","9.4","2.1","0","9.4","0","0"
"3","9","2","0","0","9.4","0","0","9.4","0","0"
"3","9","3","0","0","8.9","2.1","0","8.9","0","0"
"3","9","4","0","0","10","0","0","10","0","0"
"3","9","5","0","0","9.4","2.1","0","9.4","0","0"
"3","9","6","0","4","10","3.1","3.415","8.272","3.168","0"
"3","9","7","21","54","11.1","2.6","56.069","10.657","50.437","43.921"
"3","9","8","0","92","12.2","2.6","80.565","12.569","73.334","66.358"
"3","9","9","0","146","12.8","2.6","129.854","14.52","117.175","109.268"
"3","9","10","182","241","13.9","3.6","413.805","22.053","360.579","346.313"
"3","9","11","470","315","15","3.6","830.795","33.029","687.469","661.485"
"3","9","12","449","185","15","3.6","680.49","30.64","569.703","548.361"
"3","9","13","265","350","15.6","3.1","645.57","30.892","539.742","519.505"
"3","9","14","465","224","15.6","7.7","659.047","25.2","565.248","544.072"
"3","9","15","224","139","13.3","5.2","304.053","18.839","266.951","255.37"
"3","9","16","432","91","12.8","10.3","308.323","16.02","264.064","252.561"
"3","9","17","159","48","12.2","3.1","87.412","13.389","70.325","63.41"
"3","9","18","2","0","12.2","4.1","0.158","10.812","0.054","0"
"3","9","19","0","0","11.7","4.1","0","11.7","0","0"
"3","9","20","0","0","11.7","3.6","0","11.7","0","0"
"3","9","21","0","0","11.7","3.1","0","11.7","0","0"
"3","9","22","0","0","11.1","2.1","0","11.1","0","0"
"3","9","23","0","0","11.1","2.1","0","11.1","0","0"
"3","10","0","0","0","11.1","2.1","0","11.1","0","0"
"3","10","1","0","0","10.6","2.6","0","10.6","0","0"
"3","10","2","0","0","9.4","1.5","0","9.4","0","0"
"3","10","3","0","0","11.1","0","0","11.1","0","0"
"3","10","4","0","0","11.7","2.6","0","11.7","0","0"
"3","10","5","0","0","11.7","2.6","0","11.7","0","0"
"3","10","6","0","4","11.7","2.6","3.415","9.891","3.145","0"
"3","10","7","0","33","11.7","0","28.346","8.851","26.227","20.178"
"3","10","8","0","81","12.8","1.5","70.279","12.803","63.905","57.12"
"3","10","9","0","126","13.9","3.6","110.879","14.994","99.84","92.309"
"3","10","10","0","191","13.9","3.1","171.595","16.625","153.381","144.656"
"3","10","11","0","215","15.6","5.2","194.145","18.29","172.231","163.062"
"3","10","12","0","222","15","5.7","200.787","17.686","178.613","169.291"
"3","10","13","0","209","14.4","6.2","188.475","16.734","168.385","159.308"
"3","10","14","0","180","14.4","6.7","161.34","16.155","144.52","135.999"
"3","10","15","0","134","13.9","6.2","118.849","14.971","107.028","99.342"
"3","10","16","0","65","13.3","9.3","56.028","13.225","50.851","44.326"
"3","10","17","9","44","12.8","6.7","41.247","12.399","37.064","30.808"
"3","10","18","0","0","12.2","8.2","0","12.2","0","0"
"3","10","19","0","0","12.2","9.8","0","12.2","0","0"
"3","10","20","0","0","11.7","8.8","0","11.7","0","0"
"3","10","21","0","0","11.1","11.8","0","11.1","0","0"
"3","10","22","0","0","11.1","8.8","0","11.1","0","0"
"3","10","23","0","0","10.6","7.2","0","10.6","0","0"
"3","11","0","0","0","10","5.7","0","10","0","0"
"3","11","1","0","0","10","5.2","0","10","0","0"
"3","11","2","0","0","9.4","4.6","0","9.4","0","0"
"3","11","3","0","0","8.9","4.1","0","8.9","0","0"
"3","11","4","0","0","8.3","3.1","0","8.3","0","0"
"3","11","5","0","0","8.9","2.6","0","8.9","0","0"
"3","11","6","1","7","8.9","2.6","6.101","7.108","5.634","0"
"3","11","7","154","74","12.2","1.5","126.162","13.79","106.791","99.111"
"3","11","8","389","136","13.3","2.1","367.482","21.698","313.233","300.362"
"3","11","9","523","189","13.9","3.1","609.758","27.639","514.876","495.533"
"3","11","10","604","223","13.9","3.1","805.194","32.718","666.669","641.54"
